source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source
wikipathways	WP202	Hypertrophy Model	speciesSpecific	pw	0000296	hypertrophic cardiomyopathy pathway	manual	wikipathways
wikipathways	WP207	Nucleotide GPCRs	speciesSpecific	pw	0000125	G protein mediated signaling pathway	manual	wikipathways
wikipathways	WP2084	SREBF and miR33 in cholesterol and lipid homeostasis	speciesSpecific	pw	0000355	homeostasis pathway	manual	wikipathways
wikipathways	WP2140	Serotonin and anxiety-related events	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP2140	Serotonin and anxiety-related events	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP216	None	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP2316	PPAR signaling pathway	speciesSpecific	pw	0000716	transcription factor mediated signaling pathway	manual	wikipathways
wikipathways	WP2316	PPAR signaling pathway	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP2316	PPAR signaling pathway	speciesSpecific	pw	0001355	peroxisome proliferator-activated receptor signaling pathway	manual	wikipathways
wikipathways	WP2318	Fatty acid oxidation	speciesSpecific	pw	0000002	classic metabolic pathway	manual	wikipathways
wikipathways	WP2318	Fatty acid oxidation	speciesSpecific	pw	0000642	fatty acid degradation pathway	manual	wikipathways
wikipathways	WP234	Peptide GPCRs	speciesSpecific	pw	0000125	G protein mediated signaling pathway	manual	wikipathways
wikipathways	WP2375	miRNAs and TFs in iPS Cell Generation	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP2432	Spinal Cord Injury	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP251	MAPK Cascade	speciesSpecific	pw	0000007	mitogen activated protein kinase signaling pathway	manual	wikipathways
wikipathways	WP2573	Primary Focal Segmental Glomerulosclerosis FSGS	speciesSpecific	pw	0000301	kidney failure pathway	manual	wikipathways
wikipathways	WP265	Delta-Notch Signaling Pathway	speciesSpecific	pw	0000204	Notch signaling pathway	manual	wikipathways
wikipathways	WP2852	Gene regulatory network modelling somitogenesis	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP2872	White fat cell differentiation	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP2904	Mir302-367 Promoting Cardiomyocyte Proliferation	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP2910	Mecp2 and Associated Rett Syndrome	speciesSpecific	pw	0001251	regulatory pathway pertinent to the brain	manual	wikipathways
wikipathways	WP2910	Mecp2 and Associated Rett Syndrome	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP295	Electron Transport Chain	speciesSpecific	pw	0000034	electron transport chain pathway	manual	wikipathways
wikipathways	WP300	Histone modifications	speciesSpecific	pw	0001338	histone modification pathway	manual	wikipathways
wikipathways	WP310	mRNA processing	speciesSpecific	pw	0001073	spliceosome pathway	manual	wikipathways
wikipathways	WP317	Glycogen Metabolism	speciesSpecific	pw	0000533	glycogen metabolic pathway	manual	wikipathways
wikipathways	WP318	Eicosanoid Synthesis	speciesSpecific	pw	0001239	eicosanoid biosynthetic pathway	manual	wikipathways
wikipathways	WP327	GPCRs, Class C Metabotropic glutamate, pheromone	speciesSpecific	pw	0000125	G protein mediated signaling pathway	manual	wikipathways
wikipathways	WP336	Fatty Acid Biosynthesis	speciesSpecific	pw	0000029	fatty acid biosynthetic pathway	manual	wikipathways
wikipathways	WP350	p38 MAPK Signaling Pathway	speciesSpecific	pw	0000198	p38 MAPK signaling pathway	manual	wikipathways
wikipathways	WP353	Small Ligand GPCRs	speciesSpecific	pw	0000125	G protein mediated signaling pathway	manual	wikipathways
wikipathways	WP3592	ApoE and miR-146 in inflammation and atherosclerosis	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP3625	TYROBP Causal Network	speciesSpecific	pw	0000015	Alzheimer's disease pathway	manual	wikipathways
wikipathways	WP3625	TYROBP Causal Network	speciesSpecific	pw	0000234	innate immune response pathway	manual	wikipathways
wikipathways	WP3626	Microglia Pathogen Phagocytosis Pathway	speciesSpecific	pw	0000015	Alzheimer's disease pathway	manual	wikipathways
wikipathways	WP3626	Microglia Pathogen Phagocytosis Pathway	speciesSpecific	pw	0000234	innate immune response pathway	manual	wikipathways
wikipathways	WP3652	EDA Signalling in Hair Follicle Development	speciesSpecific	pw	0000499	nuclear factor kappa B signaling pathway	manual	wikipathways
wikipathways	WP3652	EDA Signalling in Hair Follicle Development	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP374	Prostaglandin Synthesis and Regulation	speciesSpecific	pw	0000156	prostaglandin metabolic pathway	manual	wikipathways
wikipathways	WP37	IL-1 Signaling Pathway	speciesSpecific	pw	0000883	interleukin-1 signaling pathway	manual	wikipathways
wikipathways	WP3855	Dysregulated miRNA Targeting in Insulin/PI3K-AKT Signaling	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP3857	Wnt Signaling in Kidney Disease	speciesSpecific	pw	0000200	Wnt signaling, the planar cell polarity pathway	manual	wikipathways
wikipathways	WP3857	Wnt Signaling in Kidney Disease	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP3857	Wnt Signaling in Kidney Disease	speciesSpecific	pw	0000008	Wnt signaling pathway	manual	wikipathways
wikipathways	WP385	Myometrial Relaxation and Contraction Pathways	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP387	IL-6 signaling Pathway	speciesSpecific	pw	0000516	interleukin-6 signaling pathway	manual	wikipathways
wikipathways	WP396	ACE Inhibitor Pathway	speciesSpecific	pw	0001228	ACE inhibitor drug pathway	manual	wikipathways
wikipathways	WP401	Mitochondrial LC-Fatty Acid Beta-Oxidation	speciesSpecific	pw	0000738	fatty acid beta degradation pathway	manual	wikipathways
wikipathways	WP403	Wnt Signaling Pathway	speciesSpecific	pw	0000008	Wnt signaling pathway	manual	wikipathways
wikipathways	WP413	G1 to S cell cycle control	speciesSpecific	pw	0000095	G1/S DNA damage checkpoint pathway	manual	wikipathways
wikipathways	WP431	Nuclear receptors in lipid metabolism and toxicity	speciesSpecific	pw	0000010	lipid metabolic pathway	manual	wikipathways
wikipathways	WP4335	Eicosanoid Lipid Synthesis Map	speciesSpecific	pw	0000024	inflammatory response pathway	manual	wikipathways
wikipathways	WP4335	Eicosanoid Lipid Synthesis Map	speciesSpecific	pw	0001239	eicosanoid biosynthetic pathway	manual	wikipathways
wikipathways	WP4345	Glycerolipids and Glycerophospholipids	speciesSpecific	pw	0001156	glycerolipid metabolic pathway	manual	wikipathways
wikipathways	WP4345	Glycerolipids and Glycerophospholipids	speciesSpecific	pw	0000354	glycerophospholipid metabolic pathway	manual	wikipathways
wikipathways	WP4346	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways)	speciesSpecific	pw	0000959	lipid signaling pathway	manual	wikipathways
wikipathways	WP4346	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways)	speciesSpecific	pw	0001304	cholesterol metabolic pathway	manual	wikipathways
wikipathways	WP4346	Cholesterol metabolism (includes both Bloch and Kandutsch-Russell pathways)	speciesSpecific	pw	0000454	cholesterol biosynthetic pathway	manual	wikipathways
wikipathways	WP4349	Eicosanoid metabolism via Cytochrome P450 Mono-Oxygenases (CYP) pathway	speciesSpecific	pw	0000463	cytochrome P450 monooxygenase mediated pathway of arachidonic acid metabolism	manual	wikipathways
wikipathways	WP4349	Eicosanoid metabolism via Cytochrome P450 Mono-Oxygenases (CYP) pathway	speciesSpecific	pw	0000485	eicosanoid metabolic pathway	manual	wikipathways
wikipathways	WP4349	Eicosanoid metabolism via Cytochrome P450 Mono-Oxygenases (CYP) pathway	speciesSpecific	pw	0001147	eicosanoid signaling pathway via peroxisome proliferator-activated receptor gamma	manual	wikipathways
wikipathways	WP434	TCA Cycle	speciesSpecific	pw	0000026	citric acid cycle pathway	manual	wikipathways
wikipathways	WP435	One Carbon Metabolism	speciesSpecific	pw	0000189	folate mediated one-carbon metabolic pathway	manual	wikipathways
wikipathways	WP441	Matrix Metalloproteinases	speciesSpecific	pw	0000646	cell-extracellular matrix signaling pathway	manual	wikipathways
wikipathways	WP454	Osteoclast	speciesSpecific	pw	0000650	signaling pathway pertinent to development	manual	wikipathways
wikipathways	WP458	Inflammatory Response Pathway	speciesSpecific	pw	0000024	inflammatory response pathway	manual	wikipathways
wikipathways	WP460	Blood Clotting Cascade	speciesSpecific	pw	0000474	coagulation cascade pathway	manual	wikipathways
wikipathways	WP4627	Lipids measured in liver metastasis from breast cancer	speciesSpecific	pw	0000010	lipid metabolic pathway	manual	wikipathways
wikipathways	WP475	Irinotecan Pathway	speciesSpecific	pw	0001224	irinotecan drug pathway	manual	wikipathways
wikipathways	WP4763	Regulation of Pgc1a expression by a Gsk3b-Tfeb signaling axis in skeletal muscle	speciesSpecific	pw	0001355	peroxisome proliferator-activated receptor signaling pathway	manual	wikipathways
wikipathways	WP4835	Peroxiredoxin 2 induced ovarian failure	speciesSpecific	pw	0000313	c-Jun N-terminal kinases MAPK signaling pathway	manual	wikipathways
wikipathways	WP4835	Peroxiredoxin 2 induced ovarian failure	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP493	MAPK signaling pathway	speciesSpecific	pw	0000007	mitogen activated protein kinase signaling pathway	manual	wikipathways
wikipathways	WP509	Nuclear Receptors	speciesSpecific	pw	0000716	transcription factor mediated signaling pathway	manual	wikipathways
wikipathways	WP512	Id Signaling Pathway	speciesSpecific	pw	0001372	Inhibitor of DNA binding signaling pathway	manual	wikipathways
wikipathways	WP522	Biogenic Amine Synthesis	speciesSpecific	pw	0001234	biogenic amine biosynthetic pathway	manual	wikipathways
wikipathways	WP523	Regulation of Actin Cytoskeleton	speciesSpecific	pw	0000648	cell adhesion signaling pathway	manual	wikipathways
wikipathways	WP539	Wnt Signaling Pathway NetPath	speciesSpecific	pw	0000008	Wnt signaling pathway	manual	wikipathways
wikipathways	WP544	Exercise-induced Circadian Regulation	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP553	Calcium Regulation in the Cardiac Cell	speciesSpecific	pw	0001140	calcium/calcium-mediated signaling pathway	manual	wikipathways
wikipathways	WP567	Eukaryotic Transcription Initiation	speciesSpecific	pw	0000100	transcription pathway	manual	wikipathways
wikipathways	WP570	Monoamine GPCRs	speciesSpecific	pw	0000125	G protein mediated signaling pathway	manual	wikipathways
wikipathways	WP572	EGFR1 Signaling Pathway	speciesSpecific	pw	0000170	epidermal growth factor/neuregulin signaling pathway	manual	wikipathways
wikipathways	WP578	Leptin Insulin Overlap	speciesSpecific	pw	0000363	leptin system pathway	manual	wikipathways
wikipathways	WP578	Leptin Insulin Overlap	speciesSpecific	pw	0000143	insulin signaling pathway	manual	wikipathways
wikipathways	WP608	miR-1 in cardiac development	speciesSpecific	pw	0000808	microRNA pathway	manual	wikipathways
wikipathways	WP63	Pentose Phosphate Pathway	speciesSpecific	pw	0000045	pentose phosphate pathway	manual	wikipathways
wikipathways	WP65	Insulin Signaling	speciesSpecific	pw	0000143	insulin signaling pathway	manual	wikipathways
wikipathways	WP662	Amino Acid metabolism	speciesSpecific	pw	0000011	amino acid metabolic pathway	manual	wikipathways
wikipathways	WP683	Leptin and adiponectin	speciesSpecific	pw	0000563	adiponectin signaling pathway	manual	wikipathways
wikipathways	WP683	Leptin and adiponectin	speciesSpecific	pw	0000363	leptin system pathway	manual	wikipathways
wikipathways	WP6	Integrin-mediated Cell Adhesion	speciesSpecific	pw	0000286	integrin mediated signaling pathway	manual	wikipathways
wikipathways	WP730	Glutathione and one carbon metabolism	speciesSpecific	pw	0000057	carbon fixation pathway	manual	wikipathways
wikipathways	WP730	Glutathione and one carbon metabolism	speciesSpecific	pw	0000002	classic metabolic pathway	manual	wikipathways
wikipathways	WP730	Glutathione and one carbon metabolism	speciesSpecific	pw	0000134	glutathione metabolic pathway	manual	wikipathways
wikipathways	WP85	Focal Adhesion	speciesSpecific	pw	0000648	cell adhesion signaling pathway	manual	wikipathways
wikipathways	WP1434	Osteopontin Signaling	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP1434	Osteopontin Signaling	speciesSpecific	pw	0000650	signaling pathway pertinent to development	manual	wikipathways
wikipathways	WP1471	Target Of Rapamycin (TOR) Signaling	speciesSpecific	pw	0000180	mTOR signaling pathway	manual	wikipathways
wikipathways	WP1471	Target Of Rapamycin (TOR) Signaling	speciesSpecific	pw	0000542	adenosine monophosphate-activated protein kinase (AMPK) signaling pathway	manual	wikipathways
wikipathways	WP1471	Target Of Rapamycin (TOR) Signaling	speciesSpecific	pw	0000143	insulin signaling pathway	manual	wikipathways
wikipathways	WP1545	miRNAs involved in DNA damage response	speciesSpecific	pw	0000808	microRNA pathway	manual	wikipathways
wikipathways	WP1545	miRNAs involved in DNA damage response	speciesSpecific	pw	0000099	DNA repair pathway	manual	wikipathways
wikipathways	WP1898	None	speciesSpecific	pw	0000098	DNA replication pathway	manual	wikipathways
wikipathways	WP1946	Cori Cycle	speciesSpecific	pw	0000033	energy metabolic pathway	manual	wikipathways
wikipathways	WP1995	Effects of Nitric Oxide	speciesSpecific	pw	0000476	cardiovascular system homeostasis pathway	manual	wikipathways
wikipathways	WP237	None	speciesSpecific	pw	0000070	C21-steroid hormone biosynthetic pathway	manual	wikipathways
wikipathways	WP237	None	speciesSpecific	pw	0000772	glucocorticoid biosynthetic pathway	manual	wikipathways
wikipathways	WP2942	DDX1 as a regulatory component of the Drosha microprocessor	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP3527	Preimplantation Embryo	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP35	G Protein Signaling Pathways	speciesSpecific	pw	0000227	G protein mediated signaling pathway via Galphas family	manual	wikipathways
wikipathways	WP35	G Protein Signaling Pathways	speciesSpecific	pw	0000228	G protein mediated signaling pathway via Galphai family	manual	wikipathways
wikipathways	WP35	G Protein Signaling Pathways	speciesSpecific	pw	0000229	G protein mediated signaling pathway via Galphaq family	manual	wikipathways
wikipathways	WP35	G Protein Signaling Pathways	speciesSpecific	pw	0000125	G protein mediated signaling pathway	manual	wikipathways
wikipathways	WP35	G Protein Signaling Pathways	speciesSpecific	pw	0000230	G protein mediated signaling pathway via Galpha12/Galpha13 family	manual	wikipathways
wikipathways	WP3602	None	speciesSpecific	pw	0000002	classic metabolic pathway	manual	wikipathways
wikipathways	WP3678	Amplification and Expansion of Oncogenic Pathways as Metastatic Traits	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP3678	Amplification and Expansion of Oncogenic Pathways as Metastatic Traits	speciesSpecific	pw	0000605	cancer pathway	manual	wikipathways
wikipathways	WP3844	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities	speciesSpecific	pw	0000232	phosphatidylinositol 3-kinase-Akt signaling pathway	manual	wikipathways
wikipathways	WP3844	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities	speciesSpecific	pw	0000595	phosphatidylinositol 3-kinase signaling pathway	manual	wikipathways
wikipathways	WP3844	PI3K-AKT-mTOR signaling pathway and therapeutic opportunities	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP3845	Canonical  and Non-canonical Notch signaling	speciesSpecific	pw	0000204	Notch signaling pathway	manual	wikipathways
wikipathways	WP3859	TGF-B Signaling in Thyroid Cells for Epithelial-Mesenchymal Transition	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP3934	Leptin and adiponectin	speciesSpecific	pw	0000563	adiponectin signaling pathway	manual	wikipathways
wikipathways	WP3934	Leptin and adiponectin	speciesSpecific	pw	0000363	leptin system pathway	manual	wikipathways
wikipathways	WP3943	Robo4 and VEGF Signaling Pathways Crosstalk	speciesSpecific	pw	0000004	regulatory pathway	manual	wikipathways
wikipathways	WP3943	Robo4 and VEGF Signaling Pathways Crosstalk	speciesSpecific	pw	0000204	Notch signaling pathway	manual	wikipathways
wikipathways	WP3965	Lipid Metabolism Pathway	speciesSpecific	pw	0000010	lipid metabolic pathway	manual	wikipathways
wikipathways	WP3982	miRNA regulation of p53 pathway in prostate cancer	speciesSpecific	pw	0000605	cancer pathway	manual	wikipathways
wikipathways	WP4286	Genotoxicity pathway	speciesSpecific	pw	0001360	DNA damage response pathway	manual	wikipathways
wikipathways	WP4496	Signal transduction through IL1R	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP4566	Translation inhibitors in chronically activated PDGFRA cells	speciesSpecific	pw	0000711	glioma pathway	manual	wikipathways
wikipathways	WP4566	Translation inhibitors in chronically activated PDGFRA cells	speciesSpecific	pw	0000580	translation initiation pathway	manual	wikipathways
wikipathways	WP4752	Base Excision Repair	speciesSpecific	pw	0000099	DNA repair pathway	manual	wikipathways
wikipathways	WP4752	Base Excision Repair	speciesSpecific	pw	0000129	base excision repair pathway	manual	wikipathways
wikipathways	WP558	Complement and Coagulation Cascades	speciesSpecific	pw	0000502	complement system pathway	manual	wikipathways
wikipathways	WP690	Polyol Pathway	speciesSpecific	pw	0000300	kidney disease pathway	manual	wikipathways
wikipathways	WP690	Polyol Pathway	speciesSpecific	pw	0000556	glucose oxidation pathway	manual	wikipathways
wikipathways	WP690	Polyol Pathway	speciesSpecific	pw	0000555	glucose utilization pathway	manual	wikipathways
wikipathways	WP690	Polyol Pathway	speciesSpecific	pw	0001520	polyol pathway	manual	wikipathways
wikipathways	WP691	Tamoxifen metabolism	speciesSpecific	pw	0000624	breast cancer pathway	manual	wikipathways
wikipathways	WP691	Tamoxifen metabolism	speciesSpecific	pw	0001229	xenobiotic metabolic pathway	manual	wikipathways
wikipathways	WP734	Serotonin Receptor 4/6/7 and NR3C Signaling	speciesSpecific	pw	0000854	serotonin signaling pathway	manual	wikipathways
wikipathways	WP117	GPCRs, Other	speciesSpecific	pw	0000125	G protein mediated signaling pathway	manual	wikipathways
wikipathways	WP134	Pentose Phosphate Metabolism	speciesSpecific	pw	0000045	pentose phosphate pathway	manual	wikipathways
wikipathways	WP1559	TFs Regulate miRNAs related to cardiac hypertrophy	speciesSpecific	pw	0000296	hypertrophic cardiomyopathy pathway	manual	wikipathways
wikipathways	WP1910	None	speciesSpecific	pw	0000170	epidermal growth factor/neuregulin signaling pathway	manual	wikipathways
wikipathways	WP2431	Spinal Cord Injury	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP2637	Structural Pathway of Interleukin 1 (IL-1)	speciesSpecific	pw	0000883	interleukin-1 signaling pathway	manual	wikipathways
wikipathways	WP2637	Structural Pathway of Interleukin 1 (IL-1)	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP2855	Dopaminergic Neurogenesis	speciesSpecific	pw	0000394	dopamine signaling pathway	manual	wikipathways
wikipathways	WP2870	Extracellular vesicle-mediated signaling in recipient cells	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP304	Kit receptor signaling pathway	speciesSpecific	pw	0000828	cytokine mediated signaling pathway	manual	wikipathways
wikipathways	WP304	Kit receptor signaling pathway	speciesSpecific	pw	0001227	Stem Cell Factor signaling pathway	manual	wikipathways
wikipathways	WP3584	MECP2 and Associated Rett Syndrome	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP363	Wnt Signaling Pathway (Netpath)	speciesSpecific	pw	0000008	Wnt signaling pathway	manual	wikipathways
wikipathways	WP363	Wnt Signaling Pathway (Netpath)	speciesSpecific	pw	0000201	Wnt signaling, canonical pathway	manual	wikipathways
wikipathways	WP368	Mitochondrial LC-Fatty Acid Beta-Oxidation	speciesSpecific	pw	0000002	classic metabolic pathway	manual	wikipathways
wikipathways	WP368	Mitochondrial LC-Fatty Acid Beta-Oxidation	speciesSpecific	pw	0000738	fatty acid beta degradation pathway	manual	wikipathways
wikipathways	WP3925	Amino Acid metabolism	speciesSpecific	pw	0000011	amino acid metabolic pathway	manual	wikipathways
wikipathways	WP3926	ApoE and miR-146 in inflammation and atherosclerosis	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP4148	Splicing factor NOVA regulated synaptic proteins	speciesSpecific	pw	0000333	cadherin mediated signaling pathway	manual	wikipathways
wikipathways	WP4299	Lamin A-processing pathway	speciesSpecific	pw	0000003	signaling pathway	manual	wikipathways
wikipathways	WP4299	Lamin A-processing pathway	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP4352	Ciliary landscape	speciesSpecific	pw	0000103	transport pathway	manual	wikipathways
wikipathways	WP4537	Hippo-Yap signaling pathway	speciesSpecific	pw	0001515	Hippo signaling pathway	manual	wikipathways
wikipathways	WP4673	Genes involved in male infertility	speciesSpecific	pw	0000013	disease pathway	manual	wikipathways
wikipathways	WP4723	Omega-3/Omega-6 FA synthesis	speciesSpecific	pw	0001253	fatty acid omega degradation pathway	manual	wikipathways
wikipathways	WP4723	Omega-3/Omega-6 FA synthesis	speciesSpecific	pw	0001136	fatty acid elongation pathway	manual	wikipathways
wikipathways	WP4723	Omega-3/Omega-6 FA synthesis	speciesSpecific	pw	0001137	unsaturated fatty acid biosynthetic pathway	manual	wikipathways
wikipathways	WP4723	Omega-3/Omega-6 FA synthesis	speciesSpecific	pw	0000058	fatty acid metabolic pathway	manual	wikipathways
wikipathways	WP4742	Ketogenesis and Ketolysis	speciesSpecific	pw	0000777	ketone bodies degradation pathway	manual	wikipathways
wikipathways	WP4742	Ketogenesis and Ketolysis	speciesSpecific	pw	0000069	ketone bodies metabolic pathway	manual	wikipathways
wikipathways	WP4829	mBDNF and proBDNF regulation of GABA neurotransmission	speciesSpecific	pw	0000572	brain-derived neurotrophic factor signaling pathway	manual	wikipathways
wikipathways	WP534	Glycolysis and Gluconeogenesis	speciesSpecific	pw	0000025	glycolysis/gluconeogenesis pathway	manual	wikipathways
wikipathways	WP534	Glycolysis and Gluconeogenesis	speciesSpecific	pw	0000026	citric acid cycle pathway	manual	wikipathways
wikipathways	WP534	Glycolysis and Gluconeogenesis	speciesSpecific	pw	0000641	gluconeogenesis pathway	manual	wikipathways
wikipathways	WP733	Serotonin Receptor 2 and STAT3 Signaling	speciesSpecific	pw	0000854	serotonin signaling pathway	manual	wikipathways
wikipathways	WP129	Matrix Metalloproteinases	speciesSpecific	pw	0000325	protein degradation pathway	manual	wikipathways
wikipathways	WP129	Matrix Metalloproteinases	speciesSpecific	pw	0000646	cell-extracellular matrix signaling pathway	manual	wikipathways
wikipathways	WP1495	Glycine Metabolism	speciesSpecific	pw	0000440	glycine metabolic pathway	manual	wikipathways
wikipathways	WP2267	Synaptic Vesicle Pathway	speciesSpecific	pw	0001072	None	manual	wikipathways
wikipathways	WP24	Peptide GPCRs	speciesSpecific	pw	0000125	G protein mediated signaling pathway	manual	wikipathways
wikipathways	WP2542	Sulindac Metabolic Pathway	speciesSpecific	pw	0001229	xenobiotic metabolic pathway	manual	wikipathways
wikipathways	WP2542	Sulindac Metabolic Pathway	speciesSpecific	pw	0000002	classic metabolic pathway	manual	wikipathways
