source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	source
wikipathways	WP1009	MAPK Cascade	orthologous	wikipathways	WP251	MAPK Cascade	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1009	MAPK Cascade	orthologous	wikipathways	WP422	MAPK Cascade	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1009	MAPK Cascade	orthologous	wikipathways	WP446	MAPK Cascade	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP101	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP1015	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP101	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP1134	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP101	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP311	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP101	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP349	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP101	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP427	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP101	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP543	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP101	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP784	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP101	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP898	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1010	Wnt Signaling Pathway and Pluripotency	orthologous	wikipathways	WP1129	Wnt Signaling Pathway and Pluripotency	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1010	Wnt Signaling Pathway and Pluripotency	orthologous	wikipathways	WP1288	Wnt Signaling Pathway and Pluripotency	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1010	Wnt Signaling Pathway and Pluripotency	orthologous	wikipathways	WP1344	Wnt Signaling Pathway and Pluripotency	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1010	Wnt Signaling Pathway and Pluripotency	orthologous	wikipathways	WP399	Wnt Signaling Pathway and Pluripotency	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1010	Wnt Signaling Pathway and Pluripotency	orthologous	wikipathways	WP723	Wnt Signaling Pathway and Pluripotency	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1010	Wnt Signaling Pathway and Pluripotency	orthologous	wikipathways	WP779	Wnt Signaling Pathway and Pluripotency	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1012	IL-7 Signaling Pathway	orthologous	wikipathways	WP1346	IL-7 Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1012	IL-7 Signaling Pathway	orthologous	wikipathways	WP205	IL-7 Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1012	IL-7 Signaling Pathway	orthologous	wikipathways	WP297	IL-7 Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1013	Triacylglyceride Synthesis	orthologous	wikipathways	WP212	Triacylglyceride Synthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1013	Triacylglyceride Synthesis	orthologous	wikipathways	WP325	Triacylglyceride Synthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1013	Triacylglyceride Synthesis	orthologous	wikipathways	WP386	Triacylglyceride Synthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1014	Androgen receptor signaling pathway	orthologous	wikipathways	WP1133	Androgen receptor signaling pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1014	Androgen receptor signaling pathway	orthologous	wikipathways	WP1348	Androgen Receptor Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1014	Androgen receptor signaling pathway	orthologous	wikipathways	WP138	Androgen receptor signaling pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1014	Androgen receptor signaling pathway	orthologous	wikipathways	WP897	Androgen receptor signaling pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1015	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP1134	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1015	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP311	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1015	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP349	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1015	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP427	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1015	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP543	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1015	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP784	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1015	Synthesis and Degradation of Ketone Bodies	orthologous	wikipathways	WP898	Synthesis and Degradation of Ketone Bodies	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1016	Wnt Signaling Pathway	orthologous	wikipathways	WP1135	Wnt Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1016	Wnt Signaling Pathway	orthologous	wikipathways	WP1349	Wnt Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1016	Wnt Signaling Pathway	orthologous	wikipathways	WP403	Wnt Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1016	Wnt Signaling Pathway	orthologous	wikipathways	WP785	Wnt Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1016	Wnt Signaling Pathway	orthologous	wikipathways	WP899	Wnt Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1016	Wnt Signaling Pathway	orthologous	wikipathways	WP97	Wnt Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1017	Type II interferon signaling (IFNG)	orthologous	wikipathways	WP1253	Type II interferon signaling (IFNG)	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1017	Type II interferon signaling (IFNG)	orthologous	wikipathways	WP1289	Type II interferon signaling (IFNG)	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1017	Type II interferon signaling (IFNG)	orthologous	wikipathways	WP619	Type II interferon signaling (IFNG)	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1018	Apoptosis	orthologous	wikipathways	WP1254	Apoptosis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1018	Apoptosis	orthologous	wikipathways	WP1290	Apoptosis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1018	Apoptosis	orthologous	wikipathways	WP1351	Apoptosis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1018	Apoptosis	orthologous	wikipathways	WP254	Apoptosis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1018	Apoptosis	orthologous	wikipathways	WP787	Apoptosis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1019	FAS pathway and Stress induction of HSP regulation	orthologous	wikipathways	WP1138	FAS pathway and Stress induction of HSP regulation	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1019	FAS pathway and Stress induction of HSP regulation	orthologous	wikipathways	WP511	FAS pathway and Stress induction of HSP regulation	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1019	FAS pathway and Stress induction of HSP regulation	orthologous	wikipathways	WP571	FAS pathway and Stress induction of HSP regulation	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1019	FAS pathway and Stress induction of HSP regulation	orthologous	wikipathways	WP788	FAS pathway and Stress induction of HSP regulation	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1019	FAS pathway and Stress induction of HSP regulation	orthologous	wikipathways	WP89	FAS pathway and Stress induction of HSP regulation	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1019	FAS pathway and Stress induction of HSP regulation	orthologous	wikipathways	WP902	FAS pathway and Stress induction of HSP regulation	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1020	Fatty Acid Biosynthesis	orthologous	wikipathways	WP1352	Fatty Acid Biosynthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1020	Fatty Acid Biosynthesis	orthologous	wikipathways	WP336	Fatty Acid Biosynthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1020	Fatty Acid Biosynthesis	orthologous	wikipathways	WP357	Fatty Acid Biosynthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1020	Fatty Acid Biosynthesis	orthologous	wikipathways	WP504	Fatty Acid Biosynthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1020	Fatty Acid Biosynthesis	orthologous	wikipathways	WP568	Fatty Acid Biosynthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1021	Phase I biotransformations, non P450	orthologous	wikipathways	WP1213	Phase I biotransformations, non P450	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1021	Phase I biotransformations, non P450	orthologous	wikipathways	WP1291	Phase I biotransformations, non P450	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1021	Phase I biotransformations, non P450	orthologous	wikipathways	WP136	Phase I biotransformations, non P450	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1022	Hedgehog Signaling Pathway	orthologous	wikipathways	WP1141	Hedgehog Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1022	Hedgehog Signaling Pathway	orthologous	wikipathways	WP116	Hedgehog Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1022	Hedgehog Signaling Pathway	orthologous	wikipathways	WP4249	Hedgehog Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1022	Hedgehog Signaling Pathway	orthologous	wikipathways	WP492	Hedgehog Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1022	Hedgehog Signaling Pathway	orthologous	wikipathways	WP574	Hedgehog Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1022	Hedgehog Signaling Pathway	orthologous	wikipathways	WP790	Hedgehog Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1022	Hedgehog Signaling Pathway	orthologous	wikipathways	WP905	Hedgehog Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP1142	mRNA Processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP1229	mRNA processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP123	mRNA processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP142	mRNA processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP310	mRNA processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP411	mRNA Processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP467	mRNA processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP529	mRNA Processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP793	mRNA Processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1023	mRNA Processing	orthologous	wikipathways	WP906	mRNA Processing	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1024	Steroid Biosynthesis	orthologous	wikipathways	WP496	Steroid Biosynthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1024	Steroid Biosynthesis	orthologous	wikipathways	WP55	Steroid Biosynthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1024	Steroid Biosynthesis	orthologous	wikipathways	WP66	Steroid Biosynthesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1025	B Cell Receptor Signaling Pathway	orthologous	wikipathways	WP23	B Cell Receptor Signaling Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1026	One Carbon Metabolism	orthologous	wikipathways	WP1203	One Carbon Metabolism	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1026	One Carbon Metabolism	orthologous	wikipathways	WP1230	One Carbon Metabolism	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1026	One Carbon Metabolism	orthologous	wikipathways	WP1292	One Carbon Metabolism	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1026	One Carbon Metabolism	orthologous	wikipathways	WP1355	One Carbon Metabolism	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1026	One Carbon Metabolism	orthologous	wikipathways	WP241	One Carbon Metabolism	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1026	One Carbon Metabolism	orthologous	wikipathways	WP435	One Carbon Metabolism	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1026	One Carbon Metabolism	orthologous	wikipathways	WP796	One Carbon Metabolism	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1026	One Carbon Metabolism	orthologous	wikipathways	WP909	One Carbon Metabolism	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1027	Glycolysis and Gluconeogenesis	orthologous	wikipathways	WP1356	Glycolysis and Gluconeogenesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1027	Glycolysis and Gluconeogenesis	orthologous	wikipathways	WP144	Glycolysis and Gluconeogenesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1027	Glycolysis and Gluconeogenesis	orthologous	wikipathways	WP157	Glycolysis and Gluconeogenesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1027	Glycolysis and Gluconeogenesis	orthologous	wikipathways	WP515	Glycolysis and Gluconeogenesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1027	Glycolysis and Gluconeogenesis	orthologous	wikipathways	WP534	Glycolysis and Gluconeogenesis	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1028	Pentose Phosphate Pathway	orthologous	wikipathways	WP1231	Pentose Phosphate Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1028	Pentose Phosphate Pathway	orthologous	wikipathways	WP282	Pentose Phosphate Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1028	Pentose Phosphate Pathway	orthologous	wikipathways	WP312	Pentose Phosphate Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
wikipathways	WP1028	Pentose Phosphate Pathway	orthologous	wikipathways	WP369	Pentose Phosphate Pathway	lexical	https://github.com/biomappings/biomappings/blob/fbbe2a/scripts/lexical_orthologs.py
